Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Philippines,201.9232587,217.9774755,230.074743,282.4427828,377.1083496,398.0532228,445.8041446,499.1007318,561.3817507,662.0465433,761.0166206,815.2160843,828.5676463,723.0832785,667.667239,637.8359849,605.7263387,658.2142903,734.4302796,806.850437,820.4871803,821.4522344,936.1485762,938.7622924,1081.434321,1222.292531,1334.105656,1294.111958,1000.00669,1123.163562,1073.264436,991.1470102,1037.174794,1049.386488,1122.855528,1245.286591,1452.22142,1741.603505,1990.356146,1893.281623,2201.776819,2431.199965,2671.777538,2847.567954,2935.928578,2974.29692,3038.152046,3077.434432,3194.672704,3413.849067,3224.422811,3460.539401,3498.509816
Poland,870.5133876,957.1159584,1049.593267,1231.589213,1369.199231,1444.044147,1594.396308,1751.350144,1965.831225,2180.74307,1664.003053,1562.502668,1880.493287,2154.566334,2137.560148,1972.430403,2039.159867,1753.254562,1880.163292,2238.621022,1735.221445,2244.079352,2469.706184,2513.357932,2891.046832,3705.375839,4171.546056,4150.371267,4551.480904,4433.081551,4472.743716,4937.696892,5150.929712,5640.083534,6609.674521,7936.193996,8940.385246,11137.06865,13851.50398,11405.22333,12324.59164,13577.49152,12821.21343,13359.16525,13972.37884,12375.41777,12198.25551,13615.44043,15284.46473,15484.61192,15598.96623,17786.12848,17264.78428
Portugal,933.7092373,1057.892446,1271.967758,1684.858455,1928.222697,2103.098092,2179.509015,2266.282626,2452.64522,2748.207882,3361.727743,3244.284393,3082.146235,2739.515717,2528.191158,2712.342822,3870.136766,4808.450936,5621.314923,6047.136523,7866.049323,8935.831424,10782.66714,9508.864046,9951.227905,11751.79963,12157.03024,11551.45542,12176.75192,12451.77819,11485.76985,11714.22315,12861.97874,15740.51085,18001.45896,18737.00697,19781.11331,22732.22434,24794.96168,23008.12615,22466.17863,23170.96624,20550.73574,21632.06508,22058.79756,19228.70524,19964.28472,21475.35585,23548.78544,23322.5188,22240.00684,24833.06915,24812.90393
Puerto Rico,1864.9949,2058.351441,2268.483256,2468.266661,2664.863753,2796.931113,3011.155517,3274.919733,3632.118879,4083.498671,4553.92561,4964.117426,5149.730035,5246.431865,5758.674931,6040.071794,6485.562149,6994.255077,7610.713932,8157.787531,8757.368131,9149.437946,9720.549214,10272.09667,10949.84241,11672.61502,12317.33544,12997.48714,14489.4983,15394.2801,16348.96255,18313.76461,18959.80339,19834.318,21043.10569,22050.5112,23018.54313,23712.22957,24919.84951,25778.864,26461.3674,27183.69255,27765.20863,28340.10785,28776.82928,29558.36373,30394.58275,30728.74708,30415.76323,31925.29838,31523.42427,32668.30015,34877.1848
Republic of Korea,276.2217264,297.5084555,319.6945085,400.3631931,553.350517,606.2865783,820.2275857,1041.59132,1392.234924,1773.995609,1713.322484,1883.034915,1988.619662,2191.069597,2397.941039,2456.694686,2794.543441,3488.924105,4642.904211,5667.728399,6422.61122,7432.372731,7952.917014,8738.942624,10264.84662,12481.56679,13363.22347,12396.11356,8288.209647,10694.52507,12314.52744,11636.22077,13255.24223,14781.63121,16618.91275,19522.01791,21919.48399,24317.70054,21639.85072,19427.46166,23437.73161,25487.61696,25756.99802,27362.14845,29358.69517,28743.80749,29236.25061,31524.94267,33375.75394,31874.52755,31716.12725,35084.45462,32305.13066
Romania,634.5600179,745.0755555,849.8319434,977.8218209,1011.363492,1075.222826,1192.554232,1275.474706,1492.272867,1599.402353,1638.367192,1977.678846,2296.832148,2112.551703,1805.584727,2239.096342,2430.985551,2710.514175,2794.551176,2482.205129,1766.799741,1332.599494,905.9179139,1224.029469,1401.866494,1661.119967,1647.011735,1596.049336,1881.48803,1631.34222,1699.541461,1853.18545,2127.396767,2691.012618,3521.657267,4667.797104,5835.837378,8416.255601,10405.01273,8506.764009,8361.322861,9525.753976,8895.661218,9457.995792,9987.762493,8936.164559,9358.985827,10667.99448,12409.79471,12856.68917,12928.81005,14786.94302,15295.10348
Rwanda,58.46663183,68.19545706,74.50847175,89.76998467,114.3572695,133.8076922,144.9728982,164.9352042,194.4331819,230.9956361,252.6543033,273.1975192,263.0411184,266.8329146,276.9288802,289.2706112,313.7288819,338.4253086,353.627623,351.1228538,332.6563804,242.1389755,250.061039,234.5818843,169.5614949,216.3077549,206.8907835,254.4136576,276.4834162,269.1853541,255.028424,239.0795292,234.9303332,249.6405389,270.2465005,324.9207495,358.0093754,427.1662898,529.2309591,564.678936,593.6939759,650.6125295,705.794246,704.0436409,724.8721744,732.2840481,728.4443713,756.5460249,769.4334077,806.8827452,774.715912,822.3157487,966.3070316
Saint Kitts and Nevis,552.5093953,669.9743859,787.7066948,833.5203104,1090.22652,1158.856183,982.556709,1020.487038,1137.313547,1359.599352,1588.492453,1883.195327,2010.146801,2039.297513,2326.656529,2634.002643,3119.797207,3550.187379,4179.293642,4696.490011,5346.472568,5439.809105,5920.220954,6363.682668,7027.434091,7367.454411,7748.670312,8573.086555,8656.433961,9061.65954,9622.737275,10423.70383,10794.0099,10409.63213,11318.63938,12283.85153,14354.87414,15253.36673,16491.91179,16374.27725,16427.62101,17571.98446,17293.80605,18315.91468,19945.39267,20025.88485,21095.25404,22160.60363,22548.15063,23219.40905,18566.01785,18082.68799,20547.21276
Saint Lucia,399.8682508,450.0677385,507.5912697,562.2109914,752.1242853,858.2751843,876.9828192,942.0916417,1084.172887,1292.605601,1489.660594,1674.492954,1778.102645,1893.907961,2053.805306,2245.69187,2681.309901,2893.478292,3252.56612,3634.927953,3910.788352,4150.825449,4543.51777,4479.313967,4605.984421,4851.086129,5108.08937,5155.396373,5608.530275,5853.132311,5869.593651,5501.232962,5487.825155,5915.584497,6451.316537,6770.03797,7614.318229,7944.309357,8463.267035,8248.253439,8674.079058,9110.53666,9230.806093,9544.416642,10008.45815,10291.19404,10574.09265,11276.28647,11571.57562,11735.1803,7926.810747,9870.784445,12038.42374
Samoa,292.7350586,338.634218,388.1822619,505.9701656,561.7279958,550.4457813,491.4005059,560.3485048,610.7057388,686.3925101,698.9113201,651.847196,665.7518652,614.1401718,600.1292825,526.0647822,556.165521,613.9787267,727.5702588,670.4303355,685.2821372,681.7720493,714.0713442,711.8645943,1177.428161,1152.123333,1283.470257,1383.094292,1282.957374,1295.721033,1291.364793,1327.137094,1455.524707,1764.675807,2104.648372,2368.243924,2457.964492,3505.716184,3565.140671,3239.337452,3589.294133,3966.613059,3910.030842,3992.803307,4054.578323,4055.413498,4233.587269,4246.467778,4263.524123,4306.42777,3857.779935,3918.659715,3854.888088
San Marino,4393.208871,4818.657147,5504.349549,6498.077629,7226.714578,8093.997976,7846.563191,8852.19148,10664.29901,13140.72914,15736.78605,14038.15603,13793.01126,14191.99127,13949.22302,14311.08065,20130.94889,25277.67649,27839.28131,28664.68139,35945.08091,37391.06241,39031.30834,34123.83836,36473.75475,40976.44756,46522.85133,43278.00741,45718.36853,47641.01051,42529.77926,43960.15586,46376.28518,57876.56353,66749.10824,68707.76651,72277.95708,81902.86045,89635.92968,76072.51519,67683.5872,63207.34212,54346.42747,56031.68912,55253.02249,42264.81061,43368.96812,44885.51783,48464.52465,47288.65528,45423.4067,54982.83285,52903.08335
Sao Tome and Principe,456.1411645,447.6063145,487.4196651,645.882592,653.115209,664.3343119,561.8882007,518.244928,564.9524648,658.1404766,798.9053254,800.7324144,756.6900371,695.8658783,711.8107756,738.0375635,1011.779307,988.0152767,822.183581,797.9686756,942.7518231,830.4127751,717.9938872,932.9087322,955.9039171,741.038811,949.4380683,635.0401703,491.7671578,518.4133814,504.2336417,493.8552259,540.928914,626.5783429,668.1238296,780.5156014,811.2304418,858.5911614,1080.556592,1054.416201,1084.090224,1253.539539,1329.798137,1563.429949,1766.606913,1582.393808,1698.402366,1819.871902,1965.306943,2006.687524,2179.19863,2368.080929,2404.615356
Saudi Arabia,880.6257197,1123.214056,1437.210494,2108.625411,6068.408567,5922.49154,7693.394201,8473.700102,8714.627833,11553.24137,16176.19825,17258.6433,13680.75965,10997.81941,9717.939281,8059.893086,6443.929937,6074.017563,5990.226614,6201.772892,7339.903831,7928.712133,7922.128969,7440.724586,7349.6359,7578.642886,8163.242753,8312.728263,7169.366477,7697.270684,8795.260596,8337.322724,8380.959296,9321.803874,10935.01659,13462.82293,14848.60206,15756.19362,18944.85735,15064.63128,17958.94783,22441.57114,24069.20331,23945.51231,23862.80119,20442.36606,19930.40754,20910.48296,24175.58312,23405.70611,20398.06099,24160.67605,30436.2783
Senegal,282.0235829,282.9877835,332.243645,370.9006189,406.3919868,532.7042468,526.0802327,525.8419602,572.1778119,697.1174718,738.1491142,596.8795639,605.6724661,565.9045217,519.2409014,556.999664,790.0803229,937.7859744,986.2996815,890.2289909,1065.334269,999.2234487,1064.85731,933.4679116,609.5893777,730.4227851,741.1957977,656.0782668,678.0616802,695.297017,618.1031515,654.2682729,684.9538554,838.4744069,940.1857925,1002.788215,1037.65652,1208.568985,1413.80842,1318.663782,1285.350136,1381.72915,1334.802362,1391.136268,1415.210105,1237.195512,1290.750429,1385.199669,1484.228225,1462.678352,1492.475904,1633.560119,1604.018417
Seychelles,409.5653299,476.5657363,649.0403075,763.9341426,874.1917434,947.7937708,957.602353,1233.823859,1616.30253,2379.234794,2727.093454,2800.020969,2678.803432,2642.104163,2714.815948,3008.623801,3693.366263,4371.601674,4928.15621,5235.895025,6267.66487,6304.017129,7235.435613,7763.01588,7897.950464,8215.681301,7987.394502,8887.826439,9464.882329,9533.939282,9328.61521,9183.683805,10164.86939,10125.18899,9907.658298,10701.80256,11670.36335,11750.87808,10877.73484,9424.068439,10669.38867,11078.87791,11392.34477,14130.55472,14159.21254,14433.79738,15605.69716,16455.55472,17306.60576,17899.32136,13067.81563,14069.59059,18622.86547
Sierra Leone,163.904999,171.1999658,185.1776074,207.2375373,234.1329627,245.5525575,224.0374941,250.4779475,317.0144279,358.0004379,395.744822,415.5745934,457.6794995,389.3747767,466.7179219,367.0119409,251.2006781,207.4343408,316.4499287,291.2585578,203.2871408,241.1339447,213.9570924,242.2597118,286.0267543,272.5534681,293.1933312,261.2493094,204.5089441,202.4575402,187.7482444,224.5097533,243.8312734,258.9814175,261.7842565,290.409532,324.4725566,363.4345191,411.3472404,392.0066748,400.5200861,445.0054064,560.0375201,706.4523814,702.3384263,580.7572797,515.4185757,487.0100346,519.6500123,506.6068919,493.4322524,504.6212381,404.5418017
Singapore,931.4896075,1083.818776,1384.86459,1950.956605,2390.892661,2593.379278,2684.506495,2924.648398,3470.934283,4122.613271,5032.544806,5859.761908,6333.264037,7022.427355,7454.519596,6914.659407,6829.905041,7684.048382,9217.553826,10671.88325,12868.59651,14569.17185,16148.57509,18176.79688,21429.77892,24778.67893,26367.92322,26624.07432,22173.23541,21754.00985,23701.51814,21787.54509,22155.35543,23103.843,26937.41651,29417.37373,33127.04907,38801.58871,40016.79611,38747.11458,46442.07782,52894.9839,54839.80039,56146.95742,56523.39047,54512.83032,55853.27958,59549.5846,64815.01263,64236.52788,58950.88874,71333.5409,78114.62155
Solomon Islands,185.3350062,195.1639535,207.5059708,270.6406365,379.4525773,327.525411,353.2999731,386.3906523,450.0956861,576.4038953,614.2212461,668.1566244,652.2127234,475.4324612,649.6801459,577.2328153,506.0254399,494.0556454,577.550312,532.880783,642.0185683,659.9410027,757.7800509,798.4182282,877.2905426,1003.6989,1113.772941,1132.745518,998.6811201,1064.807354,953.8742825,951.5400389,785.6743434,905.577109,991.9775452,1145.901352,1250.952364,1377.853813,1504.523362,1526.159461,1661.988305,1921.361519,2087.521844,2208.07559,2235.742534,2134.803681,2196.277516,2283.581124,2450.475124,2398.766365,2222.45869,2232.514433,2205.314004
Somalia,91.64946456,90.88632625,114.3080126,120.2534076,138.7611723,179.0359833,201.0587631,99.7949658,105.2459843,95.65785356,97.45840337,112.5468395,122.4588427,109.0300615,112.5039411,122.1066938,116.9887983,127.3762889,136.3262594,149.6797606,159.7197772,106.6399389,110.3425669,190.3314508,212.8220838,212.8374751,239.8456058,283.3799218,367.6428322,363.2606782,391.3101125,248.3640504,232.9890699,290.6991868,381.4824324,447.4171977,466.087702,488.4573476,516.7048899,251.3712917,223.4876069,237.8684513,324.8871765,382.8075241,436.3599707,481.5207236,517.1118112,555.1585919,537.1455135,589.4389067,556.569577,576.5405819,592.1291937
South Africa,834.0567436,894.0543686,912.3432853,1215.433332,1484.365086,1493.252906,1395.719941,1509.134299,1690.000272,2030.751491,2848.011941,2852.953743,2550.459284,2768.83924,2383.209548,1767.183069,1952.947936,2474.188914,2568.772122,2585.436363,2926.440637,3144.5041,3434.637439,3461.334353,3547.951415,3904.324238,3654.927456,3731.431831,3336.439547,3267.939079,3241.66124,2867.472552,2708.423419,4095.68361,5268.278984,5893.186767,6139.581466,6662.062785,6251.877175,6444.18672,8059.562841,8737.04111,8173.800813,7437.488242,6959.839547,6200.927055,5734.750635,6723.928582,7063.995647,6702.526591,5753.066358,7073.612652,6766.481054
Spain,1213.051071,1365.74239,1713.322906,2253.722017,2753.283044,3209.400761,3279.242852,3627.130838,4356.535916,5770.161403,6207.959143,5371.498856,5160.492176,4478.545483,4490.072585,4699.428182,6512.400035,8237.325467,9699.425599,10677.13303,13796.0739,14799.74499,16093.5928,13320.70876,13389.96554,15436.86818,16067.16614,14686.43424,15341.66725,15654.65651,14650.29462,15312.07092,17007.38392,21440.95177,24840.50374,26399.15539,28347.57114,32534.64749,35358.00427,32037.20919,30505.42137,31645.56234,28334.84883,29079.26341,29484.75441,25751.48531,26525.27769,28190.80667,30383.42898,29583.69332,26985.34913,30443.14512,29771.13598
Sri Lanka,227.232429,227.6880263,249.224363,265.9410504,324.8527828,330.0786148,308.4533099,342.8447253,230.7745065,276.7133429,327.2701039,341.9300614,359.1593977,382.8501218,431.8079169,427.0771487,446.3091774,458.5779863,485.2192303,479.5870594,545.7742203,607.1553065,646.0529822,686.4625779,769.9692745,841.3138136,901.3495112,968.7544985,1000.396312,987.782558,1018.929401,970.6101551,1024.181448,1119.463011,1213.229962,1419.750035,1639.609445,1868.517879,2343.066294,2413.567993,2836.974098,3248.040215,3351.892489,3643.832449,3885.62361,3990.352996,4107.829838,4388.201902,4378.626492,4111.61025,3888.56682,4102.362904,3489.676379
St. Vincent and the Grenadines,215.1962592,230.9718412,314.1475216,339.8769858,367.2584417,367.4437066,353.989301,402.585652,505.7172361,583.7746022,650.5971585,793.6360045,913.2957709,1017.164153,1100.512783,1202.568324,1350.278147,1503.146992,1730.716792,1871.194989,2082.50643,2241.804963,2474.146508,2539.705365,2599.613868,2841.575318,3017.080218,3210.577167,3495.472359,3667.670596,3760.066464,4066.085956,4299.365033,4500.942397,4883.31202,5176.121205,5775.081443,6439.005056,6641.493192,6503.095412,6590.991951,6566.482032,6754.377037,7117.556831,7210.603113,7386.746638,7684.79284,7996.654529,8399.693659,8680.240513,8306.367573,8360.099739,9107.447613
State of Palestine,158.5988754,179.121449,253.1167364,308.0342982,470.6625966,458.1306475,522.9132263,523.767997,530.0381727,598.9605855,738.8315027,662.1904755,681.7759014,681.8226476,642.729303,580.3891496,908.4869659,954.7735141,956.0017904,873.4361932,911.1529994,942.4230695,1113.990359,1149.892038,1130.463063,1251.475329,1247.110005,1320.519399,1378.486288,1402.929756,1373.778087,1239.505671,1074.426663,1172.511,1330.327662,1447.450054,1474.308013,1564.252512,1919.335605,2073.576485,2425.056572,2736.497197,2917.765354,3156.504026,3193.649091,3115.630465,3353.484922,3430.798092,3387.04418,3489.671115,3094.333368,3527.686956,3640.31198
Sudan (Former),84.22485156,88.86085723,106.888352,133.3045669,156.8339527,188.3229183,226.1979131,255.856884,264.8278575,281.3987649,305.0708641,353.6126387,257.8007436,225.2682851,297.0983502,273.4365267,363.3865527,462.6416138,456.7826609,445.9599095,489.3888818,430.4208774,453.1780203,460.9269304,426.7791953,449.3179205,285.9391936,340.8732433,355.5046674,340.3035871,403.912123,471.3727485,529.4519031,607.0062436,737.1227876,945.6881592,1179.89689,1500.684798,1564.289448,1435.897744,1603.166074,18816.18373,18584.63756,19115.27941,19389.85533,17510.42636,17654.06502,18470.67708,19556.59735,19378.37954,17893.77998,20454.42038,21213.00964
Suriname,937.9980265,992.472187,1066.719914,1173.654704,1423.88331,1626.099505,1780.275403,2277.614916,2638.813384,2841.633153,2903.422667,3240.857136,3323.545656,3190.852339,3094.450471,3090.202972,3111.327411,3382.810993,3955.228965,1846.985756,1821.375259,1919.629927,1954.128045,1853.765734,1938.384761,1943.021156,2373.212206,2491.660366,2930.053177,2375.256461,2414.752171,2094.887481,2701.637856,3092.46447,3536.584311,4248.284058,5031.293688,5562.011134,6673.644675,7300.874355,8207.270073,8287.716056,9312.327749,9604.441363,9766.543813,8907.838127,5705.399232,6112.882912,6730.836783,7087.787593,6851.18542,5429.647233,5858.824718
Sweden,4745.116149,5148.291084,6030.51086,7282.835732,8057.088544,10077.99759,10835.73382,11429.53377,12611.90172,14872.99892,17095.3994,15574.72631,13713.48815,12568.86866,13044.7473,13602.4302,17891.36342,21688.61885,24443.19968,25626.05454,30631.04828,31908.90033,32906.31224,24524.09015,26255.0017,30519.7447,33207.66402,30443.95296,30674.07504,30972.43566,29628.32977,27245.34983,29895.59306,37308.13103,42770.71245,43330.76158,46469.37682,53605.43311,56093.94444,46932.21569,52848.74023,60639.1238,57815.45405,60819.35512,59703.87685,51282.96107,51807.31926,53788.8775,54658.44157,51994.89529,52758.78192,61116.75052,56040.30228
Switzerland,4044.237913,4834.553668,5884.667123,7855.818694,9005.206699,10328.77039,10865.53145,11644.15037,16282.51511,18265.80369,19394.68949,17665.68454,18001.1964,17859.87956,16992.46374,17153.35456,24461.86856,30443.71828,32693.97567,31311.4887,39598.28695,39571.40618,40726.10016,39248.80439,43105.92431,50132.1565,48106.94101,41595.27911,42690.88268,41707.4081,38875.89998,39668.34702,42506.80742,49393.21942,54722.39282,56309.66739,59079.44058,65070.39652,74267.03536,71652.78768,76555.5775,90492.95355,85848.26336,87314.89773,88734.28845,83813.16691,82157.39173,82255.86597,85216.31825,84113.28663,85893.34955,93587.71035,93636.42492
Syrian Arab Republic,277.8670898,315.4478704,351.7781137,364.1237312,564.5349743,708.3398119,823.3961579,870.6878958,1008.829221,1171.693098,1477.269558,1832.525674,1854.526856,1910.694791,1897.102989,952.8783532,892.9306163,901.5934046,1023.064173,854.6090815,899.2551502,973.826761,1098.047742,1149.045601,889.9348088,945.8856931,1029.407349,1070.99722,1126.952573,1119.811505,1205.919465,1255.881838,1269.052599,1184.324103,1357.321338,1528.073135,1703.828742,1945.21431,2447.507162,2479.094234,2748.322694,2960.441895,2071.969953,1256.811526,1167.526323,1050.848888,702.049904,892.7139719,1141.823782,1291.824861,835.5065267,556.022373,840.4784379
Thailand,206.3996657,208.9150233,225.3170832,290.700296,358.0496785,379.3145143,422.8281565,481.3445894,571.3657421,637.5018256,733.0540224,772.8089271,794.9275804,852.6039999,872.6459063,796.7794802,866.5069292,997.926131,1196.502278,1378.293686,1601.718386,1804.757996,2029.843099,2230.841173,2502.70866,2848.62249,3039.892156,2462.414344,1841.042933,2028.56878,2004.107042,1889.971411,2091.178887,2350.845515,2647.259977,2876.246514,3343.787126,3934.691823,4327.797517,4154.186142,4996.372098,5396.64639,5748.636039,6041.134949,5822.379924,5708.7929,5854.462649,6436.79048,7124.557562,7628.573829,7001.787201,7060.898046,6908.802119
Togo,139.9723006,152.8838562,173.1799135,197.0654894,257.3345436,277.1487287,257.9253923,303.4561358,367.1939839,427.7144846,462.8394683,377.0312521,315.4057025,274.311581,250.7403884,257.72153,354.6801791,405.1596949,476.536152,453.8738658,530.7290742,509.363115,519.0573651,398.3213975,307.6560604,388.567945,408.8190993,403.0359227,370.4900307,360.5193182,297.1596297,287.8560173,321.6257608,389.4286586,405.3645715,447.9664283,503.4310889,620.9133255,732.8890046,734.9954453,721.5254239,802.4309525,781.5990453,847.1466604,876.0257166,769.560684,792.4405508,813.3950071,873.5548866,848.3045343,871.0069339,959.3814878,913.9294113
Tonga,197.6920366,220.3149198,260.5212886,379.5891908,500.1795202,454.8825962,414.8024079,466.6835436,565.5098366,605.2605767,815.7375991,845.4022911,879.8900444,884.487036,882.5452453,753.9342345,901.8361709,1080.956508,1482.075155,1541.150868,1641.673314,1971.853482,1941.318241,1911.762379,1965.166868,2089.12732,2216.549057,2135.829661,1889.600591,1933.356187,1860.961912,1617.353968,1748.319691,1981.825808,2278.56592,2472.328295,2728.907211,2844.435577,3151.950315,2988.871419,3457.271583,4081.866497,4315.99353,4113.429539,4048.42709,3799.86296,3981.839758,4376.266009,4560.66192,4839.534726,4626.178058,4450.531493,4570.625876
Trinidad and Tobago,877.4181588,946.466021,1129.145618,1345.649255,2072.120529,2446.199182,2472.205469,3062.918865,3429.270117,4367.679293,5836.132878,6458.90735,7425.804555,6996.747421,6911.234446,6489.264252,4160.594363,4112.528806,3813.780776,3632.550702,4223.845516,4390.225145,4466.541348,3733.541283,4012.699234,4301.265542,4628.813178,4594.70775,4823.53502,5415.922636,6461.061372,6963.560246,7073.883964,8833.771081,10325.45943,12362.65989,14137.08859,16571.42645,21232.1861,14530.15806,16666.51034,19041.39715,19110.04601,19927.31298,20471.82413,18509.23002,16145.23601,16258.68897,16328.36024,15642.54328,13705.99628,16056.23066,19629.38117
Tunisia,313.0619787,357.031875,461.7593222,548.75068,693.5599931,823.8423848,834.6676848,920.7995529,1047.633822,1230.122018,1459.218431,1372.120624,1291.389541,1253.945201,1211.550156,1235.09074,1289.911623,1352.004353,1373.780259,1343.296151,1601.833546,1656.431169,1932.8591,1786.58575,1877.239795,2129.875009,2280.290012,2170.618545,2253.037618,2344.005745,2170.508143,2207.660688,2292.483168,2693.195918,3029.849579,3106.575832,3279.10282,3678.061523,4200.17378,4029.461206,4043.200958,4201.342698,4126.678134,4239.541805,4367.869087,3960.924128,3796.109011,3569.718839,3577.168496,3477.842996,3497.734211,3807.184654,3737.517895
Türkiye,705.3690666,649.337002,798.1593757,981.2310945,1322.853748,1619.633044,1816.459517,2026.750623,2189.013966,2926.628386,2149.473862,2175.5727,1935.113833,1806.848129,1717.887918,1883.487707,2077.12695,2343.056658,2394.196088,2768.960231,3820.961938,3761.18971,3892.720705,4337.961421,3086.680287,3933.077491,4146.104926,4268.702199,4433.354058,4057.822085,4278.266534,3100.458782,3640.761834,4704.772007,6031.790312,7369.431292,8003.812179,9668.399445,10802.60047,8989.735887,10614.98457,11308.37174,11697.47436,12507.80316,12020.34966,10851.92011,10734.25647,10464.00779,9406.818397,9115.842397,8561.654284,9671.027527,10629.30889
Turks and Caicos Islands,1725.525508,1917.770986,2103.965061,2302.959459,2519.19059,2749.074717,2996.108578,3268.679739,3565.674684,3895.359111,4234.717426,4555.138117,4885.912986,5251.475794,5654.357953,6096.25509,6584.082315,7113.202788,7719.519323,8388.487129,9045.240926,9658.95101,10250.52974,11158.39178,11939.24101,12615.28647,13540.20372,14248.69276,15381.52677,16380.64852,17042.43139,18323.87384,17803.08341,18848.78053,21233.93266,24115.26393,28728.56865,29446.08436,31459.54467,24602.90917,23103.94315,23649.71359,22666.40691,22451.56873,24040.87466,25783.2941,26995.03216,25659.19586,26831.97146,27795.14856,20882.26127,23158.6379,24917.5958
Tuvalu,444.6464283,469.3998051,514.0444963,637.6260559,657.9544755,602.9997433,568.7647149,507.7688817,528.0669272,529.4707268,555.7600699,599.6728327,473.6039636,493.3252878,529.6211758,422.093998,514.4063472,612.8395857,850.920278,910.2095955,1038.880457,1084.587493,1131.320443,1006.479343,1195.548815,1227.178286,1299.885369,1391.231229,1347.45299,1429.694091,1435.371035,1380.178242,1616.6182,1898.822134,2208.963358,2187.181995,2282.46811,2661.903938,2921.086876,2587.019807,2975.895631,3575.008761,3427.416336,3435.748631,3448.678903,3327.554607,3801.822418,4183.205886,4421.721375,4942.806307,4675.395969,5370.419271,5219.259409
U.R. of Tanzania: Mainland,169.9321737,175.6913473,193.102221,222.3889875,257.7645141,286.2820085,299.0909468,344.7144749,398.5984715,408.0057145,460.0407081,514.8683913,528.64235,516.3946732,459.4769081,490.6922785,335.4248678,227.4763335,257.15841,267.3513107,255.5091459,281.4636533,244.2856233,215.9370199,214.3040437,241.7953725,293.407014,337.8781649,361.4668968,361.1354162,368.7121984,365.8094605,370.9803274,389.799411,417.3497323,447.622513,478.9274849,537.5790601,666.3707958,678.092024,719.3692496,754.2359167,846.9276405,951.8466542,1010.554269,927.1444088,940.6630036,972.8353143,969.2155329,1008.272893,1055.947666,1099.961405,1153.770897
Uganda,138.0060171,148.3853928,157.2389268,179.7243095,212.2684449,237.5652169,244.1000011,255.8868784,256.0422984,236.8529297,244.3504761,272.0689179,304.290065,328.0267615,315.5347147,315.3982519,348.8792434,378.3910578,419.1347735,358.4660134,245.5220177,192.6212631,199.936265,199.6236761,303.5947206,345.65464,340.9040283,356.6037617,332.4835188,305.6015262,282.204696,284.5655011,290.1845196,297.2735274,345.3616233,399.2663759,425.300416,508.1888185,596.5692699,793.2796066,949.266122,853.3319145,899.6116678,665.3229176,1072.934397,781.7208769,786.5987494,787.3322812,820.7946894,879.5241425,857.1360264,929.6840928,1021.035159
United Kingdom,2348.282225,2650.634601,3032.058957,3428.222006,3665.988232,4296.218034,4134.324268,4677.394524,5972.181575,7802.548286,10030.02143,9587.953715,9123.21642,8665.235326,8157.985817,8637.534956,10603.57479,13112.41538,15981.18898,16240.18038,19108.63948,19922.89317,20513.45166,18412.91582,19735.66754,23205.58189,24445.12554,26795.09577,28297.0196,28787.28547,28300.01632,27921.43934,30084.18347,34442.95094,40363.02033,42117.09418,44545.11861,50451.37623,47448.8412,38763.44241,39602.94856,42091.30926,42425.07027,43308.77173,47314.22663,44889.83811,40958.01161,40568.4705,43221.60147,42699.37743,40230.05895,46692.29553,45757.98265
United States,5357.719232,5740.781421,6232.313555,6875.41964,7383.686944,7974.950696,8784.225661,9663.252303,10793.02134,11917.33592,12804.99583,14212.20491,14665.65002,15773.42145,17346.21097,18452.26218,19281.61904,20242.44683,21612.46954,23031.17253,24036.81996,24479.74389,25552.33991,26503.46065,27784.864,28757.55857,30013.35241,31489.33794,32855.93347,34497.87757,36299.59097,37068.381,37902.1968,39354.3921,41562.45588,43926.2893,46089.87561,47810.21832,48315.69489,46928.69437,48360.53864,49700.20257,51330.90855,52855.39327,54677.77306,56360.32576,57470.39706,59468.22764,62192.14096,64373.71733,63472.26548,70012.36305,76100.71501
Uruguay,909.4638543,1086.63736,868.483722,1102.879764,1518.849539,1331.686426,1386.059031,1542.604834,1837.8111,2617.825112,3602.94371,4005.345567,3265.293004,1882.751211,1780.152693,1727.939099,2135.320252,2659.986216,2727.952891,2777.294143,2964.191001,3538.887971,4509.739923,5223.704974,6049.848641,6642.824756,7021.901065,7386.511162,7780.678599,7314.486924,6932.47165,6331.155559,4115.150976,3638.947898,4130.113114,5233.451653,5893.384947,7033.049382,9102.232148,9467.535279,12015.73222,14465.8673,15632.52787,17734.46853,17833.37248,16774.55541,16837.94038,18995.39702,19026.04961,18098.36155,15650.49943,17923.42948,20793.28296
